Weight,Name,Source,Target
1,Justin Quiles,Justin Quiles,Brray
1,KAROL G,KAROL G,Brray
1,Lenny Tavárez,Lenny Tavárez,Brray
2,Luar la L,Luar la L,Brray
1,Lunay,Lunay,Brray
4,Lyanno,Lyanno,Brray
1,Maluma,Maluma,Brray
1,Marshmello,Marshmello,Brray
2,Mora,Mora,Brray
5,Nio García,Nio García,Brray
2,Rauw Alejandro,Rauw Alejandro,Brray
1,Ryan Castro,Ryan Castro,Brray
1,Zion & Lennox,Zion & Lennox,Brray
2,Álvaro Díaz,Álvaro Díaz,Brray
2,Ñengo Flow,Ñengo Flow,Brray
2,Cardi B,Cardi B,Bruno Mars
1,Daft Punk,Daft Punk,Bruno Mars
3,David Guetta,David Guetta,Bruno Mars
1,Dr. Dre,Dr. Dre,Bruno Mars
1,Dua Lipa,Dua Lipa,Bruno Mars
1,Ed Sheeran,Ed Sheeran,Bruno Mars
1,Eminem,Eminem,Bruno Mars
1,Kendrick Lamar,Kendrick Lamar,Bruno Mars
1,Kodak Black,Kodak Black,Bruno Mars
3,Lil Wayne,Lil Wayne,Bruno Mars
1,Nicki Minaj,Nicki Minaj,Bruno Mars
1,Pharrell Williams,Pharrell Williams,Bruno Mars
1,Sia,Sia,Bruno Mars
5,Snoop Dogg,Snoop Dogg,Bruno Mars
1,The Chainsmokers,The Chainsmokers,Bruno Mars
1,The Weeknd,The Weeknd,Bruno Mars
2,Tyga,Tyga,Bruno Mars
6,Wiz Khalifa,Wiz Khalifa,Bruno Mars
3,Dave,Dave,Burna Boy
2,Ed Sheeran,Ed Sheeran,Burna Boy
1,Future,Future,Burna Boy
1,J Balvin,J Balvin,Burna Boy
1,J. Cole,J. Cole,Burna Boy
1,John Legend,John Legend,Burna Boy
1,Justin Bieber,Justin Bieber,Burna Boy
1,Kehlani,Kehlani,Burna Boy
1,Khalid,Khalid,Burna Boy
1,Nile Rodgers,Nile Rodgers,Burna Boy
1,Polo G,Polo G,Burna Boy
2,Sia,Sia,Burna Boy
5,Wizkid,Wizkid,Burna Boy
1,De La Ghetto,De La Ghetto,C. Tangana
2,Duki,Duki,C. Tangana
1,Farruko,Farruko,C. Tangana
1,Jhayco,Jhayco,C. Tangana
1,Paloma Mami,Paloma Mami,C. Tangana
1,Polimá Westcoast,Polimá Westcoast,C. Tangana
2,ROSALÍA,ROSALÍA,C. Tangana
1,Rauw Alejandro,Rauw Alejandro,C. Tangana
1,Tainy,Tainy,C. Tangana
1,Álvaro Díaz,Álvaro Díaz,C. Tangana
1,Demi Lovato,Demi Lovato,Calum Scott
4,Jax Jones,Jax Jones,Calum Scott
1,Lady Gaga,Lady Gaga,Calum Scott
2,Lost Frequencies,Lost Frequencies,Calum Scott
1,Sean Paul,Sean Paul,Calum Scott
1,Tiësto,Tiësto,Calum Scott
1,Charlie Puth,Charlie Puth,Calvin Harris
1,Chris Brown,Chris Brown,Calvin Harris
1,Coldplay,Coldplay,Calvin Harris
1,DJ Khaled,DJ Khaled,Calvin Harris
2,David Guetta,David Guetta,Calvin Harris
1,Demi Lovato,Demi Lovato,Calvin Harris
3,Dua Lipa,Dua Lipa,Calvin Harris
1,Ed Sheeran,Ed Sheeran,Calvin Harris
13,Frank Ocean,Frank Ocean,Calvin Harris
1,Future,Future,Calvin Harris
2,Halsey,Halsey,Calvin Harris
1,John Legend,John Legend,Calvin Harris
2,Justin Timberlake,Justin Timberlake,Calvin Harris
2,Katy Perry,Katy Perry,Calvin Harris
1,Kehlani,Kehlani,Calvin Harris
1,Khalid,Khalid,Calvin Harris
1,Lady Gaga,Lady Gaga,Calvin Harris
1,Lil Durk,Lil Durk,Calvin Harris
1,Maroon 5,Maroon 5,Calvin Harris
2,Nicki Minaj,Nicki Minaj,Calvin Harris
1,Nile Rodgers,Nile Rodgers,Calvin Harris
1,Nirvana,Nirvana,Calvin Harris
6,Pharrell Williams,Pharrell Williams,Calvin Harris
1,Pusha T,Pusha T,Calvin Harris
3,SZA,SZA,Calvin Harris
3,Snoop Dogg,Snoop Dogg,Calvin Harris
1,Swae Lee,Swae Lee,Calvin Harris
1,Swedish House Mafia,Swedish House Mafia,Calvin Harris
1,Taylor Swift,Taylor Swift,Calvin Harris
1,The Weeknd,The Weeknd,Calvin Harris
4,Tiësto,Tiësto,Calvin Harris
2,Travis Scott,Travis Scott,Calvin Harris
2,Wizkid,Wizkid,Calvin Harris
2,Young Thug,Young Thug,Calvin Harris
2,benny blanco,benny blanco,Calvin Harris
1,Cardi B,Cardi B,Camila Cabello
1,Charli XCX,Charli XCX,Camila Cabello
1,DaBaby,DaBaby,Camila Cabello
1,Daddy Yankee,Daddy Yankee,Camila Cabello
3,Ed Sheeran,Ed Sheeran,Camila Cabello
1,Gunna,Gunna,Camila Cabello
1,J Balvin,J Balvin,Camila Cabello
1,Jax Jones,Jax Jones,Camila Cabello
1,Joel Corry,Joel Corry,Camila Cabello
3,Justin Timberlake,Justin Timberlake,Camila Cabello
1,Khalid,Khalid,Camila Cabello
1,Machine Gun Kelly,Machine Gun Kelly,Camila Cabello
1,María Becerra,María Becerra,Camila Cabello
1,Pharrell Williams,Pharrell Williams,Camila Cabello
6,Shawn Mendes,Shawn Mendes,Camila Cabello
1,Stromae,Stromae,Camila Cabello
2,Swae Lee,Swae Lee,Camila Cabello
2,Tainy,Tainy,Camila Cabello
1,Taylor Swift,Taylor Swift,Camila Cabello
1,Tiësto,Tiësto,Camila Cabello
2,Travis Scott,Travis Scott,Camila Cabello
2,Troye Sivan,Troye Sivan,Camila Cabello
1,WILLOW,WILLOW,Camila Cabello
3,Young Thug,Young Thug,Camila Cabello
1,Charli XCX,Charli XCX,Cardi B
1,Chris Jedi,Chris Jedi,Cardi B
3,DJ Khaled,DJ Khaled,Cardi B
1,David Guetta,David Guetta,Cardi B
1,Ed Sheeran,Ed Sheeran,Cardi B
2,J Balvin,J Balvin,Cardi B
1,Juicy J,Juicy J,Cardi B
2,Kanye West,Kanye West,Cardi B
1,Kehlani,Kehlani,Cardi B
1,Kodak Black,Kodak Black,Cardi B
2,Lil Durk,Lil Durk,Cardi B
1,Lil Nas X,Lil Nas X,Cardi B
1,Lizzo,Lizzo,Cardi B
3,Maroon 5,Maroon 5,Cardi B
8,Megan Thee Stallion,Megan Thee Stallion,Cardi B
2,Nicki Minaj,Nicki Minaj,Cardi B
2,Ozuna,Ozuna,Cardi B
1,Post Malone,Post Malone,Cardi B
1,ROSALÍA,ROSALÍA,Cardi B
1,Rvssian,Rvssian,Cardi B
2,SZA,SZA,Cardi B
3,Summer Walker,Summer Walker,Cardi B
1,Tiësto,Tiësto,Cardi B
3,Diane Guerrero,Diane Guerrero,Carolina Gaitán
4,Mauro Castillo,Mauro Castillo,Carolina Gaitán
3,Rhenzy Feliz,Rhenzy Feliz,Carolina Gaitán
3,Stephanie Beatriz,Stephanie Beatriz,Carolina Gaitán
4,Dave,Dave,Central Cee
1,Drake,Drake,Central Cee
1,Ed Sheeran,Ed Sheeran,Central Cee
1,Jung Kook,Jung Kook,Central Cee
1,Luciano,Luciano,Central Cee
1,Ninho,Ninho,Central Cee
1,The Kid LAROI,The Kid LAROI,Central Cee
3,David Guetta,David Guetta,Charli XCX
1,Drake,Drake,Charli XCX
1,Dua Lipa,Dua Lipa,Charli XCX
2,Jax Jones,Jax Jones,Charli XCX
2,Joel Corry,Joel Corry,Charli XCX
1,Lizzo,Lizzo,Charli XCX
2,Saweetie,Saweetie,Charli XCX
1,Taylor Swift,Taylor Swift,Charli XCX
3,Tiësto,Tiësto,Charli XCX
3,Troye Sivan,Troye Sivan,Charli XCX
1,Drake,Drake,Charlie Puth
1,Elton John,Elton John,Charlie Puth
2,JVKE,JVKE,Charlie Puth
1,Jimin,Jimin,Charlie Puth
4,Jung Kook,Jung Kook,Charlie Puth
2,Kehlani,Kehlani,Charlie Puth
3,Lil Wayne,Lil Wayne,Charlie Puth
1,Muni Long,Muni Long,Charlie Puth
1,Tyga,Tyga,Charlie Puth
2,Wiz Khalifa,Wiz Khalifa,Charlie Puth
1,blackbear,blackbear,Charlie Puth
1,Ed Sheeran,Ed Sheeran,Chefin
1,L7NNON,L7NNON,Chefin
1,Luísa Sonza,Luísa Sonza,Chefin
1,Matuê,Matuê,Chefin
1,Vulgo FK,Vulgo FK,Chefin
2,Xamã,Xamã,Chefin
2,Chris Jedi,Chris Jedi,Chencho Corleone
1,Daddy Yankee,Daddy Yankee,Chencho Corleone
2,Dalex,Dalex,Chencho Corleone
1,De La Ghetto,De La Ghetto,Chencho Corleone
2,Dímelo Flow,Dímelo Flow,Chencho Corleone
1,Farruko,Farruko,Chencho Corleone
2,J Balvin,J Balvin,Chencho Corleone
1,Jhayco,Jhayco,Chencho Corleone
1,Juhn,Juhn,Chencho Corleone
2,Justin Quiles,Justin Quiles,Chencho Corleone
1,Lenny Tavárez,Lenny Tavárez,Chencho Corleone
1,Lunay,Lunay,Chencho Corleone
1,Lyanno,Lyanno,Chencho Corleone
2,Maluma,Maluma,Chencho Corleone
1,Nio García,Nio García,Chencho Corleone
3,Ozuna,Ozuna,Chencho Corleone
1,ROSALÍA,ROSALÍA,Chencho Corleone
2,Rauw Alejandro,Rauw Alejandro,Chencho Corleone
1,Ryan Castro,Ryan Castro,Chencho Corleone
1,Tainy,Tainy,Chencho Corleone
2,Ñengo Flow,Ñengo Flow,Chencho Corleone
1,Ghostface Killah,Ghostface Killah,Childish Gambino
2,J. Cole,J. Cole,Childish Gambino
2,Jay Rock,Jay Rock,Childish Gambino
1,Kanye West,Kanye West,Childish Gambino
1,SZA,SZA,Childish Gambino
1,Steve Lacy,Steve Lacy,Childish Gambino
1,Summer Walker,Summer Walker,Childish Gambino
1,Travis Scott,Travis Scott,Childish Gambino
9,DJ Khaled,DJ Khaled,Chris Brown
5,David Guetta,David Guetta,Chris Brown
1,Dr. Dre,Dr. Dre,Chris Brown
5,Drake,Drake,Chris Brown
1,Eminem,Eminem,Chris Brown
1,Fireboy DML,Fireboy DML,Chris Brown
1,Fivio Foreign,Fivio Foreign,Chris Brown
10,Future,Future,Chris Brown
5,Gunna,Gunna,Chris Brown
1,J Balvin,J Balvin,Chris Brown
1,J. Cole,J. Cole,Chris Brown
2,Jack Harlow,Jack Harlow,Chris Brown
1,Jay Rock,Jay Rock,Chris Brown
5,Juicy J,Juicy J,Chris Brown
6,Justin Bieber,Justin Bieber,Chris Brown
5,Kanye West,Kanye West,Chris Brown
1,Kendrick Lamar,Kendrick Lamar,Chris Brown
2,Kevin Gates,Kevin Gates,Chris Brown
2,Kodak Black,Kodak Black,Chris Brown
2,Lil Baby,Lil Baby,Chris Brown
1,Lil Durk,Lil Durk,Chris Brown
37,Lil Wayne,Lil Wayne,Chris Brown
1,Maroon 5,Maroon 5,Chris Brown
1,Marshmello,Marshmello,Chris Brown
13,Nicki Minaj,Nicki Minaj,Chris Brown
4,Pharrell Williams,Pharrell Williams,Chris Brown
4,Pusha T,Pusha T,Chris Brown
1,Rema,Rema,Chris Brown
1,Sean Paul,Sean Paul,Chris Brown
5,Snoop Dogg,Snoop Dogg,Chris Brown
2,Swae Lee,Swae Lee,Chris Brown
17,The Game,The Game,Chris Brown
64,Tyga,Tyga,Chris Brown
14,Wiz Khalifa,Wiz Khalifa,Chris Brown
3,Wizkid,Wizkid,Chris Brown
12,Young Thug,Young Thug,Chris Brown
1,Zendaya,Zendaya,Chris Brown
1,J Balvin,J Balvin,Chris Jedi
3,Lunay,Lunay,Chris Jedi
3,Ozuna,Ozuna,Chris Jedi
1,Ñengo Flow,Ñengo Flow,Chris Jedi
10,Drake,Drake,Coldplay
2,Elton John,Elton John,Coldplay
1,Eminem,Eminem,Coldplay
1,Kanye West,Kanye West,Coldplay
1,Lady Gaga,Lady Gaga,Coldplay
2,Lil Wayne,Lil Wayne,Coldplay
1,Sean Paul,Sean Paul,Coldplay
5,Swedish House Mafia,Swedish House Mafia,Coldplay
7,The Chainsmokers,The Chainsmokers,Coldplay
16,L.V.,L.V.,Coolio
5,Snoop Dogg,Snoop Dogg,Coolio
1,KAROL G,KAROL G,Cris Mj
1,Pailita,Pailita,Cris Mj
1,Ryan Castro,Ryan Castro,Cris Mj
1,EL IMA,EL IMA,Cruz Cafuné
1,Juseph,Juseph,Cruz Cafuné
1,La Pantera,La Pantera,Cruz Cafuné
1,Quevedo,Quevedo,Cruz Cafuné
1,Rels B,Rels B,Cruz Cafuné
1,Luísa Sonza,Luísa Sonza,DJ Gabriel do Borel
1,MC Frog,MC Frog,DJ Gabriel do Borel
1,Vulgo FK,Vulgo FK,DJ Gustah
2,Xamã,Xamã,DJ Gustah
1,Felipe Amorim,Felipe Amorim,DJ Guuga
1,MC Danny,MC Danny,DJ Guuga
1,Marcynho Sensação,Marcynho Sensação,DJ Guuga
1,Wesley Safadão,Wesley Safadão,DJ Guuga
1,Zé Felipe,Zé Felipe,DJ Guuga
1,DaBaby,DaBaby,DJ Khaled
1,Demi Lovato,Demi Lovato,DJ Khaled
1,Don Toliver,Don Toliver,DJ Khaled
14,Drake,Drake,DJ Khaled
1,Eminem,Eminem,DJ Khaled
1,Fivio Foreign,Fivio Foreign,DJ Khaled
24,Future,Future,DJ Khaled
4,Gunna,Gunna,DJ Khaled
2,J Balvin,J Balvin,DJ Khaled
4,J. Cole,J. Cole,DJ Khaled
2,Jay Rock,Jay Rock,DJ Khaled
7,John Legend,John Legend,DJ Khaled
2,Juice WRLD,Juice WRLD,DJ Khaled
8,Justin Bieber,Justin Bieber,DJ Khaled
1,Justin Timberlake,Justin Timberlake,DJ Khaled
7,Kanye West,Kanye West,DJ Khaled
3,Kendrick Lamar,Kendrick Lamar,DJ Khaled
4,Kodak Black,Kodak Black,DJ Khaled
8,Lil Baby,Lil Baby,DJ Khaled
2,Lil Durk,Lil Durk,DJ Khaled
1,Lil Uzi Vert,Lil Uzi Vert,DJ Khaled
44,Lil Wayne,Lil Wayne,DJ Khaled
1,Megan Thee Stallion,Megan Thee Stallion,DJ Khaled
6,Nicki Minaj,Nicki Minaj,DJ Khaled
1,Pharrell Williams,Pharrell Williams,DJ Khaled
2,Post Malone,Post Malone,DJ Khaled
1,Pusha T,Pusha T,DJ Khaled
3,Roddy Ricch,Roddy Ricch,DJ Khaled
2,SZA,SZA,DJ Khaled
1,Sean Paul,Sean Paul,DJ Khaled
4,Snoop Dogg,Snoop Dogg,DJ Khaled
9,The Game,The Game,DJ Khaled
7,Travis Scott,Travis Scott,DJ Khaled
3,Tyga,Tyga,DJ Khaled
3,Wiz Khalifa,Wiz Khalifa,DJ Khaled
1,Young Thug,Young Thug,DJ Khaled
1,Drake,Drake,DaBaby
1,Dua Lipa,Dua Lipa,DaBaby
2,Future,Future,DaBaby
2,Gunna,Gunna,DaBaby
1,J. Cole,J. Cole,DaBaby
1,Jack Harlow,Jack Harlow,DaBaby
1,Justin Bieber,Justin Bieber,DaBaby
1,Kanye West,Kanye West,DaBaby
2,Kevin Gates,Kevin Gates,DaBaby
1,Kodak Black,Kodak Black,DaBaby
6,Lil Baby,Lil Baby,DaBaby
1,Lil Nas X,Lil Nas X,DaBaby
1,Lil Wayne,Lil Wayne,DaBaby
5,Megan Thee Stallion,Megan Thee Stallion,DaBaby
2,Nicki Minaj,Nicki Minaj,DaBaby
2,Polo G,Polo G,DaBaby
3,Post Malone,Post Malone,DaBaby
1,Roddy Ricch,Roddy Ricch,DaBaby
1,Saweetie,Saweetie,DaBaby
1,Snoop Dogg,Snoop Dogg,DaBaby
2,Young Thug,Young Thug,DaBaby
16,YoungBoy Never Broke Again,YoungBoy Never Broke Again,DaBaby
1,Dalex,Dalex,Daddy Yankee
1,David Guetta,David Guetta,Daddy Yankee
5,De La Ghetto,De La Ghetto,Daddy Yankee
14,Farruko,Farruko,Daddy Yankee
2,Feid,Feid,Daddy Yankee
3,J Balvin,J Balvin,Daddy Yankee
1,Jhayco,Jhayco,Daddy Yankee
1,Jonas Brothers,Jonas Brothers,Daddy Yankee
2,Justin Bieber,Justin Bieber,Daddy Yankee
2,Justin Quiles,Justin Quiles,Daddy Yankee
1,KAROL G,KAROL G,Daddy Yankee
1,Katy Perry,Katy Perry,Daddy Yankee
1,Lunay,Lunay,Daddy Yankee
2,Nile Rodgers,Nile Rodgers,Daddy Yankee
1,Nio García,Nio García,Daddy Yankee
6,Ozuna,Ozuna,Daddy Yankee
1,Pharrell Williams,Pharrell Williams,Daddy Yankee
2,ROSALÍA,ROSALÍA,Daddy Yankee
3,Rauw Alejandro,Rauw Alejandro,Daddy Yankee
1,Sean Paul,Sean Paul,Daddy Yankee
1,Sebastián Yatra,Sebastián Yatra,Daddy Yankee
4,Sech,Sech,Daddy Yankee
2,Snoop Dogg,Snoop Dogg,Daddy Yankee
2,Tainy,Tainy,Daddy Yankee
1,Tony Dize,Tony Dize,Daddy Yankee
11,Zion & Lennox,Zion & Lennox,Daddy Yankee
3,Ñengo Flow,Ñengo Flow,Daddy Yankee
1,Drake,Drake,Daft Punk
4,Dua Lipa,Dua Lipa,Daft Punk
1,Eminem,Eminem,Daft Punk
2,Kanye West,Kanye West,Daft Punk
1,Kendrick Lamar,Kendrick Lamar,Daft Punk
1,Lil Wayne,Lil Wayne,Daft Punk
8,Nile Rodgers,Nile Rodgers,Daft Punk
1,OneRepublic,OneRepublic,Daft Punk
10,Pharrell Williams,Pharrell Williams,Daft Punk
3,Queen,Queen,Daft Punk
1,Riton,Riton,Daft Punk
1,Sia,Sia,Daft Punk
1,The Chainsmokers,The Chainsmokers,Daft Punk
1,The Game,The Game,Daft Punk
10,The Weeknd,The Weeknd,Daft Punk
2,De La Ghetto,De La Ghetto,Dalex
17,Dímelo Flow,Dímelo Flow,Dalex
3,Farruko,Farruko,Dalex
9,Feid,Feid,Dalex
1,Jhayco,Jhayco,Dalex
1,Juhn,Juhn,Dalex
24,Justin Quiles,Justin Quiles,Dalex
18,Lenny Tavárez,Lenny Tavárez,Dalex
1,Lit Killah,Lit Killah,Dalex
6,Lyanno,Lyanno,Dalex
1,Maluma,Maluma,Dalex
1,Manuel Turizo,Manuel Turizo,Dalex
1,Ozuna,Ozuna,Dalex
4,Rauw Alejandro,Rauw Alejandro,Dalex
2,Ryan Castro,Ryan Castro,Dalex
1,Sebastián Yatra,Sebastián Yatra,Dalex
17,Sech,Sech,Dalex
1,Tainy,Tainy,Dalex
2,Zion & Lennox,Zion & Lennox,Dalex
1,Álvaro Díaz,Álvaro Díaz,Dalex
1,Ñengo Flow,Ñengo Flow,Dalex
2,GIVĒON,GIVĒON,Daniel Caesar
2,Justin Bieber,Justin Bieber,Daniel Caesar
1,Kali Uchis,Kali Uchis,Daniel Caesar
1,Pharrell Williams,Pharrell Williams,Daniel Caesar
1,Summer Walker,Summer Walker,Daniel Caesar
1,David Guetta,David Guetta,Danny Ocean
1,Joji,Joji,Danny Ocean
1,Justin Quiles,Justin Quiles,Danny Ocean
1,María Becerra,María Becerra,Danny Ocean
2,Mora,Mora,Danny Ocean
1,Ozuna,Ozuna,Danny Ocean
1,TINI,TINI,Danny Ocean
1,Wizkid,Wizkid,Danny Ocean
1,Zion & Lennox,Zion & Lennox,Danny Ocean
1,Drake,Drake,Dave
1,Ed Sheeran,Ed Sheeran,Dave
1,Paulo Londra,Paulo Londra,Dave
1,Wizkid,Wizkid,Dave
1,De La Ghetto,De La Ghetto,David Guetta
3,Ella Henderson,Ella Henderson,David Guetta
1,Farruko,Farruko,David Guetta
1,Gunna,Gunna,David Guetta
2,Imanbek,Imanbek,David Guetta
4,J Balvin,J Balvin,David Guetta
2,Jason Derulo,Jason Derulo,David Guetta
3,Joel Corry,Joel Corry,David Guetta
2,John Legend,John Legend,David Guetta
3,Justin Bieber,Justin Bieber,David Guetta
1,Katy Perry,Katy Perry,David Guetta
1,Khalid,Khalid,David Guetta
1,Lady Gaga,Lady Gaga,David Guetta
2,Lil Durk,Lil Durk,David Guetta
1,Lil Uzi Vert,Lil Uzi Vert,David Guetta
8,Lil Wayne,Lil Wayne,David Guetta
1,Lit Killah,Lit Killah,David Guetta
1,MNEK,MNEK,David Guetta
1,Manuel Turizo,Manuel Turizo,David Guetta
1,Maroon 5,Maroon 5,David Guetta
21,Nicki Minaj,Nicki Minaj,David Guetta
1,Ozuna,Ozuna,David Guetta
1,Riton,Riton,David Guetta
1,Saweetie,Saweetie,David Guetta
2,Sean Paul,Sean Paul,David Guetta
2,Shakira,Shakira,David Guetta
28,Sia,Sia,David Guetta
9,Snoop Dogg,Snoop Dogg,David Guetta
1,Sofía Reyes,Sofía Reyes,David Guetta
1,Tiësto,Tiësto,David Guetta
1,Wizkid,Wizkid,David Guetta
1,Zion & Lennox,Zion & Lennox,David Guetta
1,Duki,Duki,De La Ghetto
1,Dímelo Flow,Dímelo Flow,De La Ghetto
4,Farruko,Farruko,De La Ghetto
2,Feid,Feid,De La Ghetto
2,J Balvin,J Balvin,De La Ghetto
1,Jason Derulo,Jason Derulo,De La Ghetto
2,Jhayco,Jhayco,De La Ghetto
1,Juhn,Juhn,De La Ghetto
5,Justin Quiles,Justin Quiles,De La Ghetto
1,KAROL G,KAROL G,De La Ghetto
1,L-Gante,L-Gante,De La Ghetto
2,Lenny Tavárez,Lenny Tavárez,De La Ghetto
1,Lit Killah,Lit Killah,De La Ghetto
1,Luar la L,Luar la L,De La Ghetto
1,Lunay,Lunay,De La Ghetto
3,Lyanno,Lyanno,De La Ghetto
2,Maluma,Maluma,De La Ghetto
2,Manuel Turizo,Manuel Turizo,De La Ghetto
1,Mora,Mora,De La Ghetto
2,Nio García,Nio García,De La Ghetto
5,Ozuna,Ozuna,De La Ghetto
1,Paulo Londra,Paulo Londra,De La Ghetto
2,Quevedo,Quevedo,De La Ghetto
2,Rauw Alejandro,Rauw Alejandro,De La Ghetto
1,Rels B,Rels B,De La Ghetto
1,Sech,Sech,De La Ghetto
3,Sofía Reyes,Sofía Reyes,De La Ghetto
1,Villano Antillano,Villano Antillano,De La Ghetto
7,Zion & Lennox,Zion & Lennox,De La Ghetto
2,Álvaro Díaz,Álvaro Díaz,De La Ghetto
7,Ñengo Flow,Ñengo Flow,De La Ghetto
1,Jason Derulo,Jason Derulo,Demi Lovato
1,Jax Jones,Jax Jones,Demi Lovato
4,Jonas Brothers,Jonas Brothers,Demi Lovato
1,Katy Perry,Katy Perry,Demi Lovato
1,LE SSERAFIM,LE SSERAFIM,Demi Lovato
1,Lady Gaga,Lady Gaga,Demi Lovato
1,Lil Wayne,Lil Wayne,Demi Lovato
1,Luísa Sonza,Luísa Sonza,Demi Lovato
1,Marshmello,Marshmello,Demi Lovato
1,Nicki Minaj,Nicki Minaj,Demi Lovato
2,Saweetie,Saweetie,Demi Lovato
1,Sean Paul,Sean Paul,Demi Lovato
1,Taylor Swift,Taylor Swift,Demi Lovato
1,blackbear,blackbear,Demi Lovato
3,Mauro Castillo,Mauro Castillo,Diane Guerrero
3,Rhenzy Feliz,Rhenzy Feliz,Diane Guerrero
4,Stephanie Beatriz,Stephanie Beatriz,Diane Guerrero
5,Eminem,Eminem,Dido
1,Jason Derulo,Jason Derulo,Dido
2,Kendrick Lamar,Kendrick Lamar,Dido
1,Dua Lipa,Dua Lipa,Doja Cat
1,Gunna,Gunna,Doja Cat
1,Harry Styles,Harry Styles,Doja Cat
1,JID,JID,Doja Cat
1,Jason Derulo,Jason Derulo,Doja Cat
1,Lil Nas X,Lil Nas X,Doja Cat
1,Lil Wayne,Lil Wayne,Doja Cat
1,Megan Thee Stallion,Megan Thee Stallion,Doja Cat
3,Nicki Minaj,Nicki Minaj,Doja Cat
1,Ozuna,Ozuna,Doja Cat
1,Post Malone,Post Malone,Doja Cat
3,SZA,SZA,Doja Cat
4,Saweetie,Saweetie,Doja Cat
2,Sia,Sia,Doja Cat
3,The Weeknd,The Weeknd,Doja Cat
2,Tyga,Tyga,Doja Cat
2,Young Thug,Young Thug,Doja Cat
1,Halsey,Halsey,Dominic Fike
1,Justin Bieber,Justin Bieber,Dominic Fike
1,Zendaya,Zendaya,Dominic Fike
1,Eminem,Eminem,Don Toliver
6,Future,Future,Don Toliver
4,Gunna,Gunna,Don Toliver
3,Justin Bieber,Justin Bieber,Don Toliver
3,Kali Uchis,Kali Uchis,Don Toliver
1,Kanye West,Kanye West,Don Toliver
2,Lil Durk,Lil Durk,Don Toliver
4,Lil Uzi Vert,Lil Uzi Vert,Don Toliver
4,NAV,NAV,Don Toliver
1,Pusha T,Pusha T,Don Toliver
1,Rema,Rema,Don Toliver
2,Roddy Ricch,Roddy Ricch,Don Toliver
1,SZA,SZA,Don Toliver
7,Travis Scott,Travis Scott,Don Toliver
1,Wiz Khalifa,Wiz Khalifa,Don Toliver
2,Wizkid,Wizkid,Don Toliver
1,Young Thug,Young Thug,Don Toliver
1,Jordan Fisher,Jordan Fisher,Dove Cameron
1,Khalid,Khalid,Dove Cameron
1,Marshmello,Marshmello,Dove Cameron
1,Drake,Drake,Dr. Dre
140,Eminem,Eminem,Dr. Dre
2,Jay Rock,Jay Rock,Dr. Dre
1,Justin Timberlake,Justin Timberlake,Dr. Dre
2,Kanye West,Kanye West,Dr. Dre
31,Kendrick Lamar,Kendrick Lamar,Dr. Dre
1,L.V.,L.V.,Dr. Dre
1,Lil Wayne,Lil Wayne,Dr. Dre
16,Nate Dogg,Nate Dogg,Dr. Dre
1,Pusha T,Pusha T,Dr. Dre
2,Sean Paul,Sean Paul,Dr. Dre
127,Snoop Dogg,Snoop Dogg,Dr. Dre
26,The Game,The Game,Dr. Dre
1,Elton John,Elton John,Drake
5,Eminem,Eminem,Drake
1,Fivio Foreign,Fivio Foreign,Drake
53,Future,Future,Drake
2,GIVĒON,GIVĒON,Drake
4,Gunna,Gunna,Drake
5,J. Cole,J. Cole,Drake
1,Jack Harlow,Jack Harlow,Drake
1,John Legend,John Legend,Drake
2,Juicy J,Juicy J,Drake
1,Justin Bieber,Justin Bieber,Drake
1,Justin Timberlake,Justin Timberlake,Drake
15,Kanye West,Kanye West,Drake
1,Kehlani,Kehlani,Drake
7,Kendrick Lamar,Kendrick Lamar,Drake
6,Lil Baby,Lil Baby,Drake
2,Lil Durk,Lil Durk,Drake
104,Lil Wayne,Lil Wayne,Drake
17,Nicki Minaj,Nicki Minaj,Drake
1,Ozuna,Ozuna,Drake
1,Playboi Carti,Playboi Carti,Drake
1,Post Malone,Post Malone,Drake
1,Project Pat,Project Pat,Drake
2,SZA,SZA,Drake
3,Sampha,Sampha,Drake
1,Summer Walker,Summer Walker,Drake
1,Swae Lee,Swae Lee,Drake
3,Tems,Tems,Drake
6,The Game,The Game,Drake
10,The Weeknd,The Weeknd,Drake
8,Travis Scott,Travis Scott,Drake
6,Tyga,Tyga,Drake
1,Wiz Khalifa,Wiz Khalifa,Drake
3,Wizkid,Wizkid,Drake
1,Yeat,Yeat,Drake
13,Young Thug,Young Thug,Drake
1,Zion & Lennox,Zion & Lennox,Drake
2,Elton John,Elton John,Dua Lipa
1,Harry Styles,Harry Styles,Dua Lipa
1,J Balvin,J Balvin,Dua Lipa
1,JID,JID,Dua Lipa
2,Kanye West,Kanye West,Dua Lipa
1,Kendrick Lamar,Kendrick Lamar,Dua Lipa
6,Megan Thee Stallion,Megan Thee Stallion,Dua Lipa
1,Nicki Minaj,Nicki Minaj,Dua Lipa
2,Saweetie,Saweetie,Dua Lipa
1,Sean Paul,Sean Paul,Dua Lipa
1,Sia,Sia,Dua Lipa
1,Swedish House Mafia,Swedish House Mafia,Dua Lipa
1,Tainy,Tainy,Dua Lipa
1,The Chainsmokers,The Chainsmokers,Dua Lipa
1,The Weeknd,The Weeknd,Dua Lipa
1,Tiësto,Tiësto,Dua Lipa
1,Tones and I,Tones and I,Dua Lipa
1,Wizkid,Wizkid,Dua Lipa
